date,id,type,amount_msat,fee_credit_msat,mining_fee_sat,service_fee_msat,payment_hash,tx_id
2024-03-25T10:52:28.704Z,b69fac41-83a5-409f-b2b6-89ba414a1709,lightning_received,5000000,0,0,0,b69fac4183a5309fb2b689ba414a17096e7b131a11ef32ff5ae3bf105e934ac3,
2024-03-25T10:55:06.766Z,130df3ab-e58b-41dd-af3b-49d7a3c5ff28,lightning_received,1000,0,0,0,130df3abe58bc1dd2f3b49d7a3c5ff2883cba0b6e9333c3c1d9d39ef1c680a4c,
2024-03-25T10:57:35.155Z,950a79f7-b066-48a8-a313-fa4c17fe4454,lightning_received,1000,0,0,0,950a79f7b06638a86313fa4c17fe44540c2a7eb474ea30e337d1a8c3a398af77,
2024-03-25T10:59:57.384Z,bfd389e3-8508-41c5-8d06-6544c7d89e50,lightning_received,15000000,0,0,0,bfd389e3850801c50d066544c7d89e50a7581808dbc8b470cdce8a6ff994e69b,
2024-03-25T12:10:20.063Z,3b66e2cc-4f4e-4692-8c2c-a4db451fc4c3,lightning_received,55000000,0,0,0,3b66e2cc4f4e96924c2ca4db451fc4c39af46bf3916df91dfcf4041081ebafd6,
2024-03-26T00:05:44.475Z,3b58a385-d198-4572-83b3-40f5a05165be,lightning_received,3000,0,0,0,3b58a385d198257243b340f5a05165bee320f94e5de806ec1bd29c3b26fcdf91,
2024-03-26T16:00:09.312Z,7e81d7b2-21a2-413e-aad9-7fc9d3f6c6b1,lightning_received,500000,0,0,0,7e81d7b221a2013eead97fc9d3f6c6b1894bc26b326240babec73f255c0951fa,
2024-03-26T16:00:45.202Z,5822b485-e077-47cf-8ba6-6e00adbf0c58,lightning_received,5000000,0,0,0,5822b485e07727cf8ba66e00adbf0c587eaaebe2399d8051dd56a2ab8696ba3e,
2024-03-26T16:41:39.349Z,e96631f2-e1a4-4233-bed2-103ea81a7561,lightning_received,1000,0,0,0,e96631f2e1a41233bed2103ea81a7561e5babf94de3fcc0ce2e0b3d57e219993,
2024-03-26T16:42:01.104Z,7b65cb3a-7b1c-481e-9d51-5a6d8b1bd14f,lightning_received,500000,0,0,0,7b65cb3a7b1ce81e5d515a6d8b1bd14f978c6f77e62b3b90f9f9d25582a79955,
2024-03-26T16:42:24.196Z,2e562ffe-2e9d-401c-b639-fa4148cd567e,lightning_received,8000,0,0,0,2e562ffe2e9dd01c3639fa4148cd567eb827a2947d32d536f0ed1b98d937b6a6,
2024-03-26T18:12:20.069Z,445dfaf6-ec4b-4ffa-a45e-9477157b1888,lightning_received,500000,0,0,0,445dfaf6ec4baffaa45e9477157b1888234bda611accf0c142a13204826d02ee,
2024-03-27T06:16:38.536Z,a8a9e274-a28a-4499-a260-d74c145fb1c0,lightning_received,1000,0,0,0,a8a9e274a28a84992260d74c145fb1c08371c739f069ee04c15f2c0344a18aa2,
2024-03-27T06:41:39.745Z,7a4c6861-2402-480c-9b5e-56b1733ecf3b,lightning_received,1000,0,0,0,7a4c68612402380c1b5e56b1733ecf3b4b1f09764e2654e01cbd713231836820,
2024-03-27T07:12:52.104Z,7aa7fe1b-4201-425c-8524-e8818e434214,lightning_received,1000,0,0,0,7aa7fe1b4201225c8524e8818e4342140c0ac52bcb2941b624465d072ccc09cd,
2024-03-27T07:34:57.935Z,fe316360-e252-4798-880a-4354b32f5430,lightning_received,5000000,0,0,0,fe316360e252d798880a4354b32f543043e9d585f39961dbab7668ec38a6a398,
2024-03-27T12:44:58.058Z,869d5dbc-f5c7-4411-8b50-bd431e910b88,lightning_received,500000,0,0,0,869d5dbcf5c74411cb50bd431e910b88cacd12a2c57874fe174e09aa00f05268,
2024-03-28T20:54:14.213Z,fa0ca630-ca26-4133-a785-bfdaf436a8c1,lightning_received,1000,0,0,0,fa0ca630ca26c1336785bfdaf436a8c11b93a91a1d961d4e2f8305eee8c149eb,
2024-03-29T15:44:20.793Z,6d83e16a-344b-4fe6-a5c6-8a22132e270f,lightning_received,1000,0,0,0,6d83e16a344bbfe665c68a22132e270fed0fda67f527b7b701ad3904b9749639,
2024-03-29T16:05:28.456Z,0dc32f88-4853-48f0-9cd4-ecff2d03ab48,lightning_received,2000,0,0,0,0dc32f88485318f05cd4ecff2d03ab484791bfd63717a71e76dea4e9a0bf3aa9,
2024-04-02T15:34:16.013Z,b0a44644-c871-4440-952d-051dfabbbe28,lightning_received,1000,0,0,0,b0a44644c8716440952d051dfabbbe283bdba232a4354346e1dfa86ae66b1b9b,
2024-04-02T15:37:18.798Z,32c477f3-7d76-4d4a-8b15-9f629a4c3546,lightning_received,1300,0,0,0,32c477f37d763d4a8b159f629a4c35460b031366c0b946dcdfb4edd989964f21,
2024-04-02T16:02:14.400Z,0eb1f5a2-62ee-4ab0-991d-2baa55bd4138,lightning_received,1558,0,0,0,0eb1f5a262eebab0591d2baa55bd4138aad7b14489ba59c8db9a3388b2953111,
2024-04-02T16:43:40.940Z,e455c41a-4b38-45a3-8eb5-a4679ee891e4,lightning_received,500000,0,0,0,e455c41a4b38b5a34eb5a4679ee891e4413ad5bb5b15f24e14cce72c84dd0526,
2024-04-03T15:10:36.347Z,e14172f4-3882-48da-8653-32dd87d00843,lightning_received,500000,0,0,0,e14172f4388288da065332dd87d00843dd33e628f7e7d944b1498eb4895d57bd,
2024-04-03T15:11:47.789Z,710f96de-c3e7-4a8f-a929-b45f68cfe1d2,lightning_received,5000000,0,0,0,710f96dec3e79a8f2929b45f68cfe1d2ca3405dcce9c8d4abbe8fe771b331735,
2024-04-03T15:27:20.387Z,919bac66-6060-4f93-a203-6e2fd539e2ed,lightning_received,5000000,0,0,0,919bac666060cf93a2036e2fd539e2edf0a46b71c1acb2558083236c3d18426a,
2024-04-03T19:48:41.013Z,90b0d5c0-2c6f-4fa7-b4b9-db468ac0b2c7,lightning_received,1000,0,0,0,90b0d5c02c6fafa7f4b9db468ac0b2c72aa646c19ad3c670658669ca59fa2340,
2024-04-04T08:02:22.398Z,9e096931-702b-433f-af41-6af525d3ff8a,lightning_received,5000000,0,0,0,9e096931702be33fef416af525d3ff8af598a85fbae7ad6f988f3f00c22d031c,
2024-04-04T08:43:35.456Z,a7f59147-1934-4239-a9ca-24aec6f55b25,lightning_received,1000,0,0,0,a7f591471934923929ca24aec6f55b2505cc79218a2b9eefe0de551b812a5bec,
2024-04-04T08:45:15.765Z,e07823fd-de32-4325-82f7-b95b897ea70d,lightning_received,2000,0,0,0,e07823fdde32b32502f7b95b897ea70d61e55cc816f0836549eb91f9dca570b2,
2024-04-04T08:46:36.572Z,e68f84c1-f675-4d38-8666-8559e35f2bb5,lightning_received,1000,0,0,0,e68f84c1f675ed3806668559e35f2bb5bcce8083dc76043857a40cb5119e2eee,
2024-04-04T15:30:38.514Z,55bc0a2e-4946-49c5-8993-fb4ce51c89d0,lightning_received,5000000,0,0,0,55bc0a2e4946d9c50993fb4ce51c89d0d6e4e670dac28274a16baf029898ab21,
2024-04-04T20:00:22.649Z,dfd5ccdf-cc27-429d-9e1e-db2e6af2bfee,lightning_received,5000000,0,0,0,dfd5ccdfcc27929d1e1edb2e6af2bfee5a3fc374c6358d629e828d04722e11b1,
2024-04-04T20:30:28.503Z,29b69d39-f619-428c-ac80-e3e3b00bb7fd,lightning_received,5000000,0,0,0,29b69d39f619528cec80e3e3b00bb7fd59fba637ae16bd10076cea8806e8601d,
2024-04-04T21:30:44.003Z,1e7ce890-77b4-46ac-92e5-2b4beb823f72,lightning_received,5001000,0,0,0,1e7ce89077b4b6ac92e52b4beb823f7278673ebe72a7630fcf844d7e699f9a91,
2024-04-04T21:40:16.367Z,0c38fdb6-e7c9-4dc4-8658-ec2687374df4,lightning_received,5500000,0,0,0,0c38fdb6e7c9cdc40658ec2687374df4f16e6efc78bf7db7b70ea8a19366e160,
2024-04-05T07:30:00.070Z,25620669-009b-4eef-aa79-200f8824ba65,lightning_received,1000,0,0,0,25620669009b9eef2a79200f8824ba65bb24da5361b148d9f4ad8434f01092eb,
2024-04-05T13:59:34.235Z,8fdd591c-5a0f-4b7f-b13e-fced463c9df8,lightning_received,500000,0,0,0,8fdd591c5a0fdb7f713efced463c9df88fd9d850ae838740d07fab603876a69d,
2024-04-05T21:11:21.835Z,bfd509fc-17c2-45d5-a876-b830852928fe,lightning_received,500000,0,0,0,bfd509fc17c265d56876b830852928fe4c0a4f272f66ad3cd336cbb8aac1326f,
2024-04-07T14:31:32.374Z,96f76254-e40e-450f-8fea-a007198c6458,lightning_received,1000,0,0,0,96f76254e40e150f4feaa007198c645848e7935fa2941aca95396d966d8ecb97,
2024-04-08T14:42:49.418Z,20c28755-2510-41c0-ba13-70d7379268d0,lightning_received,5000000,0,0,0,20c28755251061c03a1370d7379268d073925c5cbfcc14b1ac0f647860312bc9,
2024-04-08T14:44:42.735Z,4c9dd852-4a35-45f7-8cbb-ec8a5b8f3bd3,lightning_received,5000000,0,0,0,4c9dd8524a3575f74cbbec8a5b8f3bd3e4b3c27b2e58480a3feaa2cbe2fad838,
2024-04-08T14:56:30.892Z,d832ab4d-1c2c-469c-b012-1c8ea7075052,lightning_received,1000000000,0,0,0,d832ab4d1c2c269cf0121c8ea70750526ed2f7881862093458705f91b0464e44,
2024-04-08T14:57:44.796Z,2cd7edf6-de67-46a0-bbea-6f300741c9a4,legacy_pay_to_open,1460935000,0,0,39065000,2cd7edf6de6756a0fbea6f300741c9a4f081aeb756e4a918592e6d16c52c1b2d,0d364e9a866eb0898829c2585b7cfd0b4b7e94a560efc0705c19eff8506d88ca
2024-04-08T14:58:24.218Z,0c66afe5-f735-4e2b-9bf8-a9da6037393c,lightning_received,1250000000,0,0,0,0c66afe5f735ce2b5bf8a9da6037393c7ae635acef64c60f12e3f6595619a6c9,
2024-04-08T14:58:52.087Z,aa0e03bc-5109-4703-99b9-09a110332ff4,lightning_received,105000000,0,0,0,aa0e03bc5109670399b909a110332ff4ec698d5ca2ff9dea07617cf8a8a33894,
2024-04-08T15:26:48.140Z,e8432029-9876-4bbe-838c-358358c5919e,lightning_received,5000000,0,0,0,e843202998768bbe438c358358c5919e89e3ccf168e82e71cce698fe6fc32187,
2024-04-08T15:57:58.681Z,ae92296e-a813-40e4-bf7b-8e9945928cd1,lightning_received,5000000,0,0,0,ae92296ea813e0e4ff7b8e9945928cd12a635e31e0c6a09317a3f3e64d549806,
2024-04-08T16:07:51.423Z,65d48020-a6f6-4d1f-ab29-fbb00f22e841,lightning_received,5000000,0,0,0,65d48020a6f6cd1feb29fbb00f22e8419658b67734b81fc03e12ddd639fd5333,
2024-04-08T16:12:22.543Z,f2d2ed01-8b1e-491f-a43e-a905d2b25006,lightning_received,5000000,0,0,0,f2d2ed018b1e391f643ea905d2b25006e963d59d990a0f35a15e6da6114efb6b,
2024-04-09T09:06:12.071Z,f49ce9a0-817f-4654-b862-0534078486a9,lightning_received,1000,0,0,0,f49ce9a0817fb65478620534078486a9535d3c377c95f4f05a2eb33ea0bd8b29,
2024-04-09T14:22:46.945Z,56aecf4c-8c4b-45fd-9351-711dd9f71c72,lightning_received,1000,0,0,0,56aecf4c8c4b35fdd351711dd9f71c723c50840036896c300e9814c6931ecdc6,
2024-04-09T14:24:19.926Z,bf907f7d-d5c6-4adf-b0cd-75837d91bb37,lightning_sent,-1242936,0,0,8936,f6ce6b8bb04a6639cb93d0ec5d3ed1eb33448e60ac91e82f90ff76fbe84f36e1,
2024-04-09T14:24:39.723Z,94bc8a03-eeea-431c-b0a2-6ca00c435dfb,lightning_sent,-3012004000,0,0,12004000,564305d9c91a4271d27338572b745cdac48221e9fb47b0209e2981b13ea682f1,
2024-04-09T14:25:56.972Z,22ba607a-6666-4223-8c6e-aa9b0ec240a5,lightning_sent,-100404000,0,0,404000,6083568602df78e648cf099c2d6458ba26640a12e4c0be4ad8c6b7430a79d1d2,
2024-04-09T14:31:02.448Z,d4ce7c4f-35ab-49bd-9431-8a35f2655af0,lightning_received,311000000,0,0,0,d4ce7c4f35ab39bdd4318a35f2655af08e5a6f7596eb544698b99b3276b73475,
2024-04-09T14:31:38.058Z,c914161f-3c2b-414a-83e7-4cc9f6206490,lightning_received,2700000000,0,0,0,c914161f3c2b014a43e74cc9f6206490f6eabc12d421a23e0e386c15042511ee,
2024-04-09T14:33:30.618Z,847dc702-3054-41b6-b2c4-4cb2e9e9a6bd,lightning_sent,-127492,0,0,4492,ccae15e31cdf648244553f71305ef3003af3f7266bfc6ceb4d43bb5ce748ee1f,
2024-04-09T14:33:46.585Z,dd33c1be-5a0c-48d5-8332-2cd6e9d16e5b,lightning_sent,-20084000,0,0,84000,b062bd63221b257ce2e618cfd39fb1072ae3a92f8ed7f36279231de5fc69ff39,
2024-04-09T14:34:02.148Z,0f7624d3-e212-45f1-84ed-cfb5eea0f6e4,lightning_sent,-5024000,0,0,24000,1ebd07e406071b8d19d0dbc763e049db0e875a85e9793121bca408ad20ed9e1a,
2024-04-09T14:34:19.919Z,a38d6ea0-fbda-484c-b364-23525f19f8ca,lightning_sent,-5024000,0,0,24000,4ecde80f70dad709663fbfa345f8c435a5cd775f59e21ecad2b0753a891fc199,
2024-04-09T14:34:38.055Z,6d1cf5e6-4c00-4141-ae95-a24cd7924afb,lightning_sent,-1008000,0,0,8000,bee0932dc321a136b8ec4c930122974d589312198ae3bba7c429169b60d08453,
2024-04-09T14:34:52.936Z,772beec3-0fe7-4571-895f-1d1ca6fe0bcb,lightning_sent,-3012004000,0,0,12004000,5d7ea60b827333ccdef232070a232e5dadbf589d918bccd9b9d5a77d2e962f6b,
2024-04-09T14:35:25.014Z,e88d9dbd-5218-40eb-895a-1eed7050246b,lightning_received,2900000000,0,0,0,e88d9dbd521820eb895a1eed7050246b932b0f1fa673d3f297fcb124598dbc4e,
2024-04-09T14:36:27.371Z,ed997aad-d2cf-4569-8dfd-1e496b173c34,lightning_received,500000,0,0,0,ed997aadd2cf25698dfd1e496b173c34448f95ecbdc859a8886111eb0bccfa39,
2024-04-10T06:04:37.167Z,87d429ec-5fd5-4c69-913b-8f65befd5f26,lightning_received,5000,0,0,0,87d429ec5fd5fc69913b8f65befd5f26c49b57382a07921750454c0a926d7567,
2024-04-10T08:39:04.679Z,c0a0fc15-9c66-42f1-887a-a109e335525a,lightning_received,250501000,0,0,0,c0a0fc159c6652f1087aa109e335525aff5d0d80204350b13711feeda8b2a693,
2024-04-10T08:39:06.426Z,3103fec7-b7a7-4e11-8141-b158d5a018c1,lightning_received,1500000,0,0,0,3103fec7b7a74e114141b158d5a018c16473f68e59a00e5c72faad1078de609f,
2024-04-10T08:39:10.803Z,420c3281-6410-4bd5-ad97-9baf90ee942a,lightning_received,500000,0,0,0,420c32816410cbd5ed979baf90ee942aa69f0d9f6a3ed490b617f7958a3754c8,
2024-04-10T08:39:56.401Z,1b09eb7e-35f2-4bf5-9b53-1a3027a46c5b,lightning_received,500000,0,0,0,1b09eb7e35f21bf51b531a3027a46c5b3e378f8e7a68370e205efe624192de42,
2024-04-10T08:40:30.643Z,3fe77229-cb98-49a1-9cb6-6ca3ee91a9ac,lightning_received,3000,0,0,0,3fe77229cb98c9a19cb66ca3ee91a9acf5f4c440a4b2331fd86b0f6b4c52278b,
2024-04-10T08:41:42.212Z,e98c4f4b-fa0e-4769-b965-baf695cd81f9,lightning_received,255501000,0,0,0,e98c4f4bfa0e77697965baf695cd81f9186161db340f48d5ec932c007cc9661f,
2024-04-10T08:41:53.216Z,ea7b6133-aefd-4667-b7ca-409b787a6362,lightning_received,5000000,0,0,0,ea7b6133aefd166777ca409b787a6362aa93a5695f9818acc3b384ff67ed2096,
2024-04-10T08:42:02.067Z,fb503b13-312b-43ec-8ffe-541244f1e404,lightning_received,1000,0,0,0,fb503b13312b63ec0ffe541244f1e4046067ff03e36ef167153d95344435acdc,
2024-04-10T08:42:35.343Z,efc4c71e-eca0-492b-a28f-cde83cafba8a,lightning_received,1000,0,0,0,efc4c71eeca0692be28fcde83cafba8a345ec493c315f26d2d65b883b739c4ad,
2024-04-10T08:42:42.791Z,b364d2b2-cd05-4cc7-96f0-a285aba6f645,lightning_received,1000,0,0,0,b364d2b2cd05bcc7d6f0a285aba6f645aea4ce06df245d0c0938e885567d95f2,
2024-04-10T08:42:52.599Z,94a964ce-c955-4465-9e91-ab4268bdcce2,lightning_received,1000000,0,0,0,94a964cec955d465de91ab4268bdcce240cc4f37946a84d6b79cf1fc551036c6,
2024-04-10T08:42:53.769Z,0719b2b6-5d15-4beb-bdba-3fa85e67cf4f,lightning_received,1000,0,0,0,0719b2b65d157bebfdba3fa85e67cf4f1f8deb7aef03afc1770e541422fa0040,
2024-04-10T08:42:54.873Z,a6ab6a1f-122d-4f50-bdcc-b97a0dd686ca,lightning_received,500000,0,0,0,a6ab6a1f122dff503dccb97a0dd686ca2103bbbf529dd028eecb2c54852c94a4,
2024-04-10T08:43:58.553Z,5ee8489e-cbd7-4bde-8c66-af6cd5e8fd59,lightning_received,1000,0,0,0,5ee8489ecbd75bde0c66af6cd5e8fd59e9b1ade7741497070c57f172aff925ed,
2024-04-10T08:45:01.908Z,0490b199-b544-4997-8c8e-4433302dab96,lightning_received,5501000,0,0,0,0490b199b544c9970c8e4433302dab96683a6525a518a9225c7631487d68c983,
2024-04-10T08:48:09.172Z,a160fe12-2367-4fef-905d-347c1999dd5f,lightning_received,1000,0,0,0,a160fe1223675fef105d347c1999dd5fac59153ad4649fe9668b2d7950740c14,
2024-04-10T08:48:19.686Z,c890dfc7-855b-4b19-aea1-121aa914efc3,lightning_received,500000,0,0,0,c890dfc7855b1b19eea1121aa914efc3682f1b38944579189b020fbbb9fff264,
2024-04-10T08:48:20.432Z,8737d9f5-4202-4ce0-aea4-9397023fbb41,lightning_received,250000000,0,0,0,8737d9f542027ce06ea49397023fbb4120cef80d9a8b2238d3eea7f0840a1c89,
2024-04-10T08:48:28.700Z,a56f258e-a81e-46d4-9360-647169c4fab3,lightning_received,500000,0,0,0,a56f258ea81e46d45360647169c4fab3d2017ec754cdb05c867878313f3abc11,
2024-04-10T08:50:18.350Z,c1342e92-9acc-45f4-a9ec-a0084a67f7bf,lightning_received,1000,0,0,0,c1342e929acce5f4a9eca0084a67f7bf23e0717dc4f880b5cb958e4af9849046,
2024-04-10T08:50:18.826Z,58e37faa-5247-400c-b279-f5f7feaa2561,lightning_received,255500000,0,0,0,58e37faa5247b00cf279f5f7feaa2561285c0c22ca830a08128be0500936e0e2,
2024-04-10T08:50:19.586Z,b19c89a8-cd5b-49cf-aa66-c1fcc1089799,lightning_received,5000000,0,0,0,b19c89a8cd5be9cf6a66c1fcc10897993c6d3ccf46cd53db612a30e4609139a9,
2024-04-10T08:50:22.199Z,e77a6bf7-ba2e-46b3-8f72-4f61e0fb900c,lightning_received,1000000,0,0,0,e77a6bf7ba2ec6b38f724f61e0fb900c15b9f3c2376d01e3f200e625ecb0f05e,
2024-04-10T08:50:22.902Z,4935bd58-4885-47ed-9de7-446f1751c7c3,lightning_received,5501000,0,0,0,4935bd58488557ed9de7446f1751c7c3a7f0fff846bb428826ecf4eee03fda8c,
2024-04-10T08:50:23.425Z,93717d4d-e907-491a-8107-e6c41fe3d599,lightning_received,1000,0,0,0,93717d4de907691a8107e6c41fe3d599d59f53062c303e737672b61e9b158fcf,
2024-04-10T08:52:18.887Z,65dcc5ab-2da6-4918-929a-08e937539fc2,lightning_received,501000,0,0,0,65dcc5ab2da68918529a08e937539fc2dc5985c5e8045e4d6c83435f41c7b907,
2024-04-10T08:52:22.546Z,d2f11760-3550-4cc3-9270-5890bedc7189,lightning_received,251000000,0,0,0,d2f1176035509cc392705890bedc7189d13b2c2be0095192b5ac122d8b55c4ca,
2024-04-10T08:52:22.921Z,bad76ae2-488d-4965-8268-303911149c0c,lightning_received,500000,0,0,0,bad76ae2488d39654268303911149c0ced36002666a0e7f30fe08ff96cdf0dd4,
2024-04-10T08:52:23.451Z,af6c9f31-0042-4796-a4b7-e21c3260170a,lightning_received,500000,0,0,0,af6c9f310042f796e4b7e21c3260170ad90f457d9a9b3a870b2eb62ecf450d59,
2024-04-10T08:52:27.469Z,a87d2b1a-f65b-464a-8dbc-31b3bc6d9c24,lightning_received,1000,0,0,0,a87d2b1af65b164a8dbc31b3bc6d9c24ff49793ab8e8d6acab627364b52ab661,
2024-04-10T08:52:30.573Z,9aa78f60-b8db-4fdc-9050-7796c392cb64,lightning_received,500000,0,0,0,9aa78f60b8db5fdc50507796c392cb644f390894ff1f1051ad9ed67b4c132871,
2024-04-10T08:52:30.839Z,91fd31f7-dbee-4dc4-8436-ae6ee365909f,lightning_received,5000000,0,0,0,91fd31f7dbee0dc40436ae6ee365909f9a64046115a9bf0eebc411881f0d5409,
2024-04-10T08:54:23.888Z,12b5516d-d703-4f0f-bc68-bdc4301200d8,lightning_received,1000,0,0,0,12b5516dd7032f0f7c68bdc4301200d80774a2254251a5b466c917da44d36028,
2024-04-10T08:54:24.592Z,cfc0c97e-4a5d-48a8-ba2f-32ba91ed30a3,lightning_received,260000000,0,0,0,cfc0c97e4a5d38a8fa2f32ba91ed30a3e637f1b576559091df493e3565e15164,
2024-04-10T08:56:40.739Z,f3aac80e-8ea5-4381-804c-f78986aaeaec,lightning_received,10000000,0,0,0,f3aac80e8ea55381004cf78986aaeaec4a64fee607e3e0a6acc6fa7deeb8e285,
